23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,,,,,,,,,0.6359500534689744,0.048333091875467,,,,0.3157168546555586,,,,,,,,,,,,,,
,,,,,,,,,,0.0491812784301008,,,,0.9508187215698992,,,,,,,,,,,,,,
,0.05055101384884,0.0184508548769264,,,,,,,0.2756484736620909,0.3061957196583299,,,,0.3491539379538126,,,,,,,,,,,,,,
,,,,,,,,,0.4755062584069757,0.1471740979990649,,,,0.3773196435939594,,,,,,,,,,,,,,
,,,,,,,,,0.5066645297673082,0.1569726520005279,,,,0.3363628182321638,,,,,,,,,,,,,,
,,,,,,,,,,0.6903125242678354,,,,0.3096874757321646,,,,,,,,,,,,,,
,,0.0637203422050555,,,,,,,,0.1468744069433261,,,,0.7894052508516184,,,,,,,,,,,,,,
,,,,,,,,,0.1856230961598151,0.171755583035498,,,,0.6347985827947367,,,,,,,,,,,,,,0.0078227380099503
,,,,,,,,,,0.1968106196329162,,,,0.8031893803670838,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9352051395442526,,,,,,,,,,,,,,0.0647948604557474
,,,,,,,,,,0.2298463739979395,,,,0.7701536260020604,,,,,,,,,,,,,,
,,,,,,,,,,0.0802966175743765,,,,0.9197033824256234,,,,,,,,,,,,,,
,,,,,,,,,0.378376709223002,0.1009821174500447,,,,0.520641173326953,,,,,,,,,,,,,,
,,,,,,,,,,0.1210402806432217,,,,0.8789597193567782,,,,,,,,,,,,,,
,0.0242190989328461,,,,,,,0.0077205665006464,0.5095168204122675,0.0517959890082056,,,0.0045741377726294,0.4010558062315031,,,,,,,,,,,,,,0.0011175811419014
,0.0336953642436363,,,,,,,0.0081002853293091,0.3252092684627327,0.0959150044734046,,,,0.5370800774909171,,,,,,,,,,,,,,
0.2430524918538784,,,0.7569475081461217,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.6430125332819706,,,,0.3569874667180294,,,,,,,,,,,,,,
,,,,,,,,,,0.4385827350962868,,,,0.5614172649037131,,,,,,,,,,,,,,
,,,,,,,,,0.3891120190685786,0.1587803462096556,,,,0.4521076347217658,,,,,,,,,,,,,,
,,,,,,,,,,0.14338825995086,,,,0.85661174004914,,,,,,,,,,,,,,
,0.1743620205968565,,,,,,,0.0321046279082471,0.4389005875461502,0.2689131034806884,,,,0.0857196604680576,,,,,,,,,,,,,,
,0.2513007982040961,,,,,,,,0.3682922943123365,0.1919688475259183,,,0.0076472907266765,0.1779823335840155,,,,,,,,,,,,,,0.0028084356469567
,0.1444136643360515,0.0103426570862132,,,,,,,0.3908202213749369,0.3496854264553417,,,,0.0992564607896743,,,,,,,,,,,,,,0.0054815699577821
,,,,,,,,,,0.1608396297082066,,,,0.8391603702917932,,,,,,,,,,,,,,
,,,0.6138025306272683,,,,,,,0.1057474690553902,,,,0.2804500003173415,,,,,,,,,,,,,,
,0.1247436334825466,,,,,,,,0.3820709657875603,0.1673906315209268,,,,0.3153848107912445,,,,,,,,,,,,,,0.0104099584177218
,,,,,,,,,0.5403271287424267,,,,,0.4596728712575733,,,,,,,,,,,,,,
,,,,,,,,,,0.3201914058760666,,,,0.6798085941239334,,,,,,,,,,,,,,
,,,,,,,,,0.677800840243367,0.1127217082733238,,,,0.1825277744726322,,,,,,,,,,,,,,0.0269496770106769
,0.0546311456811379,,,,,,,,0.4440330851526539,0.1843591282121643,,,,0.3140786392793269,,,,,,,,,,,,,,0.0028980016747166
,,,,,,,,0.2283695998879473,0.7716304001120526,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0022952140190503,0.8242306785665819,0.0196205206843075,,,,0.1432136090248608,,,,,,,0.0079502290557238,,,,,,,0.0026897486494755
,,,,,,,,,,0.3102804207258264,,,,0.6897195792741736,,,,,,,,,,,,,,
,,,,,,,,,0.3058899585545141,0.0640282114174005,,,,0.6300818300280853,,,,,,,,,,,,,,
,0.0416771349980728,,,,,,,0.0041500079775749,0.416193438608644,0.088831855031516,,,,0.447891298589392,,,,,,,,,,,,,,0.0012562647948002
,0.0187137192542583,,,,,,,,0.3517186367336153,0.0585375407373628,,,,0.5700296273304233,,,,,,,,,,,,,,0.0010004759443402
,,,,,,,,,0.5932650003801981,0.1566093733695144,,,,0.2501256262502874,,,,,,,,,,,,,,
,0.0887263293765741,,,,,,,,0.3232522033483014,0.1141458320324651,,,,0.4738756352426593,,,,,,,,,,,,,,
,,0.122967850171552,,,,,,0.6086884966805596,,0.2683436531478884,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.9607018217401472,0.0392981782598527,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0772612267176553,,,,0.9147206437918236,,,,,,,,,,,,,,0.0080181294905211
,0.15489733474558,,,,,,,,0.2667185334542911,0.317016757345111,,,,0.2613673744550178,,,,,,,,,,,,,,
,,,,,,,,0.1064189993097658,0.8935810006902343,,,,,,,,,,,,,,,,,,,
,0.03911383465399,,,,,,,,0.4132087391942888,0.2540772183494184,,,,0.2903608611663864,,,,,,,,,,,,,,0.0032393466359163
,0.0509898712807211,,,,,,,,0.3562345988062093,0.2566467101900831,,,,0.3300828664678966,,,,,,,,,,,,,,0.0060459532550898
,,,,,,,,,0.9212263681048072,0.0787736318951928,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.1316028736539571,,,,0.8683971263460429,,,,,,,,,,,,,,
,,,,,,,,,0.5178677750565345,0.1356622511508502,,,,0.3464699737926154,,,,,,,,,,,,,,
,0.0500749315717584,0.0073242349311893,,,,,,0.0131410275337897,0.4742638453477873,0.1190923684156804,,,,0.3361035921997947,,,,,,,,,,,,,,
,,,,,,,,,,0.339576493724772,,,,0.6604235062752281,,,,,,,,,,,,,,
,,,,,,,,,,0.2667241215504874,,,,0.7332758784495125,,,,,,,,,,,,,,
,,,,,,,,,0.604438836306744,0.0479806711552827,,,,0.3475804925379731,,,,,,,,,,,,,,
,0.1149353108749295,,,,,,,0.0254502277217342,0.4423621812293934,0.2570150129443546,,,,0.160237267229588,,,,,,,,,,,,,,
,,,,,,,,,,0.2471708936819009,,,,0.7528291063180991,,,,,,,,,,,,,,
,0.10737746768222,,,,,,,,0.4896582288971009,0.2050596207694761,,,,0.1979046826512027,,,,,,,,,,,,,,
,,,,,,,,,0.4296513318323002,0.0179734499857972,,,,0.5523752181819026,,,,,,,,,,,,,,
,0.0528666451209491,,,,,,,,0.2609072769111019,0.1158545065368804,,,,0.5703715714310684,,,,,,,,,,,,,,
,,,,,,,,,,0.1203905982376572,,,,0.8796094017623429,,,,,,,,,,,,,,
,,,,,,,,,0.2553946827982881,0.0787410226122395,,,,0.6658642945894723,,,,,,,,,,,,,,
,,,,,,,,,,0.5503787503262112,,,,0.4496212496737888,,,,,,,,,,,,,,
,0.0669858237919848,0.0019705580147962,,,,,,0.0075643501216495,0.4995469473824915,0.1230983742100773,,,0.0014827332279026,0.2821282141570453,,,,,,,0.0161945567495033,,,,,,,0.0010284423445492
,0.0272984296890702,,,,,,,,0.2898269745666142,0.1082958722890945,,,0.0108031580851233,0.5400530620149528,,,,,,,0.0192256891580502,,,,,,,0.0044968141970946
,,,,,,,,,0.602240153248142,0.0725287834440082,,,,0.3252310633078497,,,,,,,,,,,,,,
